address,city,country,state,name,lon,lat
13200 Kirkham Way #105,Poway,USA,CA,Lightning Brewery,-117.04332,32.93493
1315 Research Road,Redlands,USA,CA,Ritual Brewing,-117.2373,34.07077
131 South Crawford Ave,June Lake,USA,CA,June Lake Brewing,-119.07618,37.77885
131 East First St,Cloverdale,USA,CA,Ruth McGowan's Brewpub,-123.01665,38.80539
131 Callahan,Etna,USA,CA,Etna Brewing,-122.8457,41.45588
1305 Hot Spring Way,Suite,USA,CA,Iron Fist Brewing,-117.23905,33.14508
1305 Cleveland Ave,Santa Rosa,USA,CA,Fogbelt Brewing,-122.72654,38.44887
13040 Highway 9,Boulder Creek,USA,CA,Boulder Creek Brewery & Cafe,-122.12157,37.12357
1304-D Scott St,Petaluma,USA,CA,101 North Brewing,-122.66405,38.26945
13011 Newport Ave #100,Tustin,USA,CA,Tustin Brewing,-117.81094,33.74948
1301 Manhattan Ave,Hermosa Be,USA,CA,The Brewery at Abigaile,-118.39953,33.86325
1300 Central Ave,McKinleyville,USA,CA,Six Rivers Brewery,-124.1008,40.92696
130-G North Santa Cruz Ave,Los Gatos,USA,CA,Los Gatos Brewing,-121.98264,37.22524
130 Borland Ave,Auburn,USA,CA,Big Sexy Brewing,-121.06485,38.90143
12893-N Alcosta Blvd,San Ramon,USA,CA,Schubros Brewing,-121.96301,37.77892
1282 Granite Springs Dr,Chula Vista,USA,CA,Inland Wharf Brewing,-116.94931,32.63996
1280 North McDowell Blvd,Petaluma,USA,CA,Lagunitas Brewing,-122.66293,38.27168
12780 Pierce St #5,Pacoima,USA,CA,Pacoima Brewery,-118.41084,34.26831
12763 Encanto Way,Redding,USA,CA,Great Sex Brewing,-122.31037,40.65801
1266 Sartori Ave,Torrence,USA,CA,Red Car Brewery & Rest,-118.31604,33.83537
1260 Lincoln Ave #100,Pasadena,USA,CA,Craftsman Brewing,-118.15943,34.16772
1257 Oregon St,Redding,USA,CA,Woody's Brewing Co,-122.39511,40.58601
1252 Airport Road,Ukiah,USA,CA,Mendocino Brewing Alehouse,-123.19946,39.12886
1250 Lincoln Ave,Calistoga,USA,CA,Napa Valley Brewing,-122.57977,38.57688
125 Main St,Scotia,USA,CA,Eel River Brewing Co,-124.1027,40.48365
1246 Birchwood Dr,Sunnyvale,USA,CA,Red Branch Brewing Co,-121.99201,37.40444
1245 Puerta del Sol,San Clemente,USA,CA,Left Coast Brewing,-117.58957,33.45754
1241 Linda Vista Dr,San Marcos,USA,CA,Dos Desperados Brewery,-117.19354,33.13731
124 Argall Way,Nevada City,USA,CA,Ol' Republic Brewery,-121.02533,39.25284
1235 Oakmead Parkway,Sunnyvale,USA,CA,Faultline Brewing #1,-121.99239,37.38689
1234 Old Mammoth Rd,Mammoth Lakes,USA,CA,Black Doubt Brewing Co,-118.97754,37.62948
1234 Broad St,San Luis Obispo,USA,CA,Libertine Pub & Brewery,-120.66316,35.27759
123 West Third St,Eur,USA,CA,Lost Coast Brewery & Cafe,-124.1741,40.80255
1223 Pacific Oaks Place,Escondido,USA,CA,Offbeat Brewing,-117.11708,33.1086
12221 Poplar St,Hesperia,USA,CA,Oak Hills Brewing,-117.39678,34.41578
1211 North Las Brisas St,Anaheim,USA,CA,Phantom Ales & Cellar,-117.8668,33.85404
121 Industrial Way #14,Belmont,USA,CA,Brew4U Brewing,-122.26628,37.5205
121 Industrial Rd #12,Belmont,USA,CA,Alpha Acid Brewing,-122.26689,37.52083
1205 Knoxville St,San Diego,USA,CA,Coronado Brewing,-117.20488,32.77188
1203 Bosworth St,San Francisco,USA,CA,Bosworth Brewery,-122.4411,37.73522
1201-E Pennsylvania Ave,Richmond,USA,CA,Benoit-Casper Brewing,-122.35796,37.94242
1200 Roseville Parkway,Roseville,USA,CA,BJ's Restaurant and Brewery,-121.25715,38.76235
1195-A Evans Ave,San Francisco,USA,CA,Speakeasy Ales and Lagers,-122.38095,37.73869
1188 East Champlain,Fresno,USA,CA,Sequoia Brewing #2,-119.76261,36.87113
11837 Foothill Blvd,Rancho Cucamonga,USA,CA,Omaha Jack's Grillhouse & Brewery,-117.54658,34.10635
1170 Pinecroft Road,Colfax,USA,CA,Gold Country Brewing,-120.96461,39.10065
11641 Rancho Road,Adelanto,USA,CA,Jergensen Brewing,-117.40982,34.55929
11626-G Sterling Ave,Riverside,USA,CA,Brew Crew Inc,-117.48489,33.89544
11620-C Sterling Ave,Riverside,USA,CA,Wicks Brewing,-117.48455,33.89602
1160 Battery St,San Francisco,USA,CA,McKenzie River Partners,-122.40154,37.80194
1160 6th St,Berkeley,USA,CA,Fieldwork Brewing,-122.30198,37.88136
1157 Columbia St,San Diego,USA,CA,Karl Strauss Brewery Restaurant,-117.16739,32.71733
1150 Paradise Dr,Lemoore,USA,CA,Shire Station Brewing,-119.78222,36.27907
1150 Howard St,San Francisco,USA,CA,Cellarmaker Brewing,-122.41077,37.77722
1132 Fourth St,San Rafael,USA,CA,Broken Drum Brewery & Wood Grill,-122.52862,37.97323
112 West Main St,Visala,USA,CA,Visalia Brewing,-119.29251,36.33016
112 East Yosemite Ave,Manteca,USA,CA,Fossil Fuels Brewing Co,-121.21553,37.79713
112 Cuyama Lane,Nipomo,USA,CA,Santa Maria Brewing,-120.43566,34.99621
11197 Brockway Road-Suite 1,Truckee,USA,CA,Fifty Fifty Brewing,-120.17945,39.32631
1119 Garden St,San Luis Obispo,USA,CA,SLO Brewing,-120.66344,35.27933
11169 Braddock Dr,Los Angeles,USA,CA,Pipe Dream Brewery,-118.41882,33.98936
11151 Trade Center Dr Suite 104,Rancho Cordova,USA,CA,American River Brewing,-121.27097,38.60293
111 South Murphy Ave,Sunnyvale,USA,CA,Firehouse Grill & Brewery,-122.02992,37.37745
111 South Cedros Ave,Solana Beach,USA,CA,Culture Brewing,-117.27078,32.99154
111 Industrial Road #7,Belmont,USA,CA,Devil's Canyon Brewing Company,-122.26699,37.52088
111 Industrial Road #7,Belmont,USA,CA,Mayfield Brewing,-122.26582,37.52164
1108 Pine St,Paso Robles,USA,CA,Downtown Brewing Co,-120.68879,35.62586
1101 Parkview Ave,Redding,USA,CA,California Brewing,-122.38611,40.57293
110 Sandholm Lane #10,Cloverdale,USA,CA,Bear Republic Brewing Co,-123.01033,38.78165
110 N Magnolia Ave,El Cajon,USA,CA,El Cajon Brewing Company,-116.96279,32.79551
110 N Magnolia Ave,El Cajon,USA,CA,Urbn St. Brewing Co,-116.96278,32.7955
10990 Industrial Way,Truckee,USA,CA,Tahoe Mountain Brewing Co,-120.18009,39.33842
10960 Wheatlands Ave - Suite 101,Santee,USA,CA,BNS Brewing & Distilling,-116.95845,32.84617
10924 Paramount Boulevard,Downey,USA,CA,Signal Hill Brewing,-118.1362,33.94456
10924 Paramount Blvd,Downey,USA,CA,Downey Brewing,-118.13637,33.94484
109-C North Maple St,Corona,USA,CA,Skyland Ale Works,-117.60287,33.88314
10866 Washington Blvd #502,Culver City,USA,CA,Warfighter Brewing,-118.4086,34.01372
1082 B Street,Hayward,USA,CA,Buffalo Bill's Brewery,-122.08129,37.6739
1080-B La Avenita,Palo Alto,USA,CA,Palo Alto Brewing,-122.07166,37.41329
1080 W San Marcos Blvd,San Marcos,USA,CA,San Marcos Brewery & Grill,-117.19012,33.13428
1075 Via Rafael,Newbury Park,USA,CA,Chain O'Lakes Brewing,-118.97626,34.15758
1075 East 20th St,Chico,USA,CA,Sierra Nevada Brewing Co,-121.81545,39.72368
1072 North Armando St,Anaheim,USA,CA,Bottle Logic Brewing,-117.86005,33.8494
1052-B Horizon Dr,Fairfield,USA,CA,Heretic Brewing,-122.01511,38.27371
105 South School St,Lodi,USA,CA,Lodi Beer Company,-121.27391,38.1326
1048 Irvine Ave,Newport Beach,USA,CA,Deans Brothers Brewing,-117.90778,33.62916
10450-L Friars Rd,San Diego,USA,CA,San Diego Brewing,-117.09824,32.79151
10448 Reserve Dr,San Diego,USA,CA,Karl Strauss Brewing Co,-117.11325,33.0213
1044 Wall St,La Jolla,USA,CA,Karl Strauss Brewery and Grill,-117.27367,32.84683
1040 Broad St,San Luis Obispo,USA,CA,Creekside Brewing Company,-120.66494,35.27941
104 East Thompson Blvd,Ventura,USA,CA,Topa Topa Brewing,-119.29898,34.27797
1032 Tabby Lane,Escondido,USA,CA,Devil's Potion Brewing,-117.07588,33.13899
1031 West Manchester Blvd,Inglewood,USA,CA,Three Weavers Brewing,-118.37461,33.96082
10306 San Diego Mission Rd,San Diego,USA,CA,Firehouse Brewing Company,-117.15179,32.88482
1030 41st Ave,Santa Cruz,USA,CA,New Bohemia Brewing,-121.96462,36.96661
103 Kennedy Dr,Capitola,USA,CA,Sante Adairius Rustic Ales,-121.94958,36.98324
1029 K St,Sacramento,USA,CA,Pyramid Alehouse,-121.49354,38.57909
102 South State St,Ukiah,USA,CA,Ukiah Brewing,-123.20763,39.14998
10155 Rancho Carmel Dr,San Diego,USA,CA,Oggi's Pizza and Brewing,-117.09004,32.96611
10151 Prospect Ave,Santee,USA,CA,Manzanita Brewing Company,-116.97595,32.83125
1010 22nd Ave,Oakland,USA,CA,Oakland Brewing Co,-122.2404,37.78199
101 North Victory Blvd,Burbank,USA,CA,Head Brewing,-118.31703,34.17353
101 North Coast Highway,Oceanside,USA,CA,Breakwater Brewing,-117.37879,33.19507
101 East Alma Ave,San Jose,USA,CA,Santa Clara Valley Brewing,-121.87306,37.31734
101 E Imperial Hwy,Brea,USA,CA,Taps Fish House & Brewery,-117.90023,33.91658
10082 San Pablo Ave,El Cerrito,USA,CA,Elevation 66 Brewing,-122.30294,37.90205
10054 Mesa Ridge Court,San Diego,USA,CA,Wet 'n Reckless Brewing,-117.17615,32.90058
10051-B Old Grove Rd,San Diego,USA,CA,Ballast Point Brewing-Main Brewery,-117.11115,32.89892
10002-A Sixth St,Rancho Cucamonga,USA,CA,Rowdy's Brewing Co,-117.58766,34.08509
1000 Universal Center Dr,Universal City,USA,CA,Karl Strauss Brewery Restaurant,-118.35184,34.13668
1000 Great Highway,San Francisco,USA,CA,Beach Chalet Brewery,-122.51062,37.76891
1 Pine Ave,Long Beach,USA,CA,Rock Bottom Rest. & Brewery,-118.19239,33.76711
1 Executive Way,Napa,USA,CA,Napa Smith Brewing Co,-122.25697,38.22545
East 14th Ave,Denver,USA,CO,Fractional Brewing,-104.93615,39.73829
Aurora CO,Mon-Thu 11:00am-7:0,USA,CO,Brew Note Breweries,-104.86592,39.69107
988 Second St,Berthoud,USA,CO,Little Big Brewing,-105.07611,40.31081
9735 East Colfax Ave,Aurora,USA,CO,Mu Brewery  Inc,-104.87468,39.74031
9627 East County Line Rd,Englewood,USA,CO,Rock Bottom Restaurant & Brewery,-104.87751,39.56608
9393 Loggia St,Highlands Ranch,USA,CO,Yellow Cap Brewing,-104.94887,39.54524
926 South Main St,Buena Vista,USA,CO,Eddyline Restaurant & Brewery,-106.14237,38.83892
925 West Ninth Ave,Denver,USA,CO,Renegade Brewing Co,-104.99921,39.73052
920 12th St,Golden,USA,CO,Golden City Brewery,-105.22343,39.7546
9150 Commerce Center Circle,Highlands Ranch,USA,CO,Grist Brewing,-105.03385,39.54913
915 Grand Ave,Grand Lake,USA,CO,Grand Lake Brewing,-105.82114,40.25186
91 River Run,Keystone,USA,CO,Wolf Rock Brewing,-105.94461,39.6067
9050 West 88th Ave,Westminster,USA,CO,Do Your Brew Brewery,-105.09891,39.85568
902 South Lipan St,Denver,USA,CO,Chain Reaction Brewing,-105.0012,39.69954
901 Broad St,Milliken,USA,CO,H&D Brewing,-104.85791,40.33038
900-D South Hover St,Longmont,USA,CO,SKEYE Brewing,-105.13087,40.17404
900 Washington Ave,Golden,USA,CO,Mountain Toad Brewing,-105.22412,39.75817
8931 Harlan St,Westminster,USA,CO,Kokopelli Beer Co,-105.06374,39.85817
8855 West 116th Circle #4,Broomfield,USA,CO,4 Noses Brewing,-105.09859,39.90658
884 South Buckley Rd,Aurora,USA,CO,Launch Pad Brewery,-104.79073,39.70058
880 West Castleton Rd,Castle Rock,USA,CO,Rockyard Brewing,-104.86888,39.40955
876 Sunshine Canyon Dr,Boulder,USA,CO,Crystal Springs Brewing Co,-105.30324,40.02465
8530 Vinegaroon Road,Parker,USA,CO,Hall Brewing Co,-104.69702,39.48462
846 East Main St,Montrose,USA,CO,Horsefly Brewing,-107.87137,38.48272
8381 E Briarwood Ave,Centennial,USA,CO,Ascend Brewing,-104.89122,39.59446
8286 Northfield Blvd,Denver,USA,CO,Stapleton Brewing,-104.89265,39.7853
824 East 78th Ave,Denver,USA,CO,20 Below Brewing,-104.97648,39.83771
8200 Park Meadows Dr - Suite 8222,Lone Tree,USA,CO,Lone Tree Brewing,-104.89568,39.56296
81699 US Highway 40,Winter Park,USA,CO,Moffat Station Restaurant & Brewery,-105.76439,39.92263
8121 1st St,Wellington,USA,CO,Old Colorado Brewing,-105.0099,40.70485
8071 South Broadway,Littleton,USA,CO,38 State Brewing,-104.9886,39.5711
8026 West Bowles Ave,Littleton,USA,CO,Hops Grillhouse & Brewery,-105.08614,39.60966
801 East Second Ave,Durango,USA,CO,Steamworks Brewing,-107.87992,37.27227
800 Lincoln St,Denver,USA,CO,Lowdown Pizzeria and Brewery,-104.98576,39.72969
800 East Lincoln Ave,Fort Collins,USA,CO,Odell Brewing,-105.06029,40.58879
78927 US Highway 40,Winter Park,USA,CO,Hideaway Park Brewery,-105.78406,39.91803
78491 US Highway 40,Winter Park,USA,CO,Library Sports Bar & Brewpub,-105.78665,39.92337
78491 US Highway 40,Winter Park,USA,CO,Wild Creek Brewing Co,-105.77537,39.88865
7803 Ralston Road,Arvada,USA,CO,Yak and Yeti,-105.08381,39.80203
7667 East Iliff Ave,Denver,USA,CO,Comrade Brewing,-104.89833,39.67571
7655 West 108th Ave,Westminster,USA,CO,Westminster Brewing,-105.08182,39.89254
736 Pearl St,Boulder,USA,CO,Sour Swill Brewhouse,-105.28553,40.01658
736 Pearl St,Denver,USA,CO,Sour Swill Brewhouse,-105.28553,40.01658
7345 South Pierce St #200,Littleton,USA,CO,Alpine Brewing/Naked Aspen Brewing,-105.07285,39.5839
7314 Washington St,Denver,USA,CO,Creede Brewing,-104.97794,39.82933
728 Main St,Louisville,USA,CO,12 Degree Brewing,-105.13204,39.97738
7270 West 118th Place,Broomfield,USA,CO,Big Choice Brewing,-105.07837,39.90994
725 Manitou Ave #3-6,Manitou Springs,USA,CO,Manitou Brewing,-104.91565,38.85702
720 Main St,Frisco,USA,CO,Backcountry Brewery,-106.0936,39.57656
717 Sylvan Lake Rd - Unit B-1,Eagle,USA,CO,7 Hermits Brewing,-106.8322,39.6401
7140 East County Line Rd,Highlands Ranch,USA,CO,Three Freaks Brewery,-104.90579,39.5659
7045 East 38th Ave,Denver,USA,CO,Station 26 Brewing,-104.90589,39.76961
70 East First St,Nederland,USA,CO,Wild Mountain Smokehouse & Brewery,-105.50911,39.96188
6995 West 38th Ave,Wheat Ridge,USA,CO,Colorado + Liquid Art Works,-105.07454,39.76963
6880 Winchester Circle,Uni,USA,CO,Vindication Brewing,-105.19306,40.07677
6880 Winchester Circle,Uni,USA,CO,Vindication Brewing,-105.19306,40.07677
68 Continental Ct,Breckenri,USA,CO,Broken Compass Brewing,-106.05349,39.51489
6778 79th St,Niwot,USA,CO,Bootstrap Brewing,-105.16904,40.09725
6730-D S. Cornerstar Way,Aurora,USA,CO,Dad & Dudes Breweria,-104.80614,39.59382
6601 West Colfax Ave,Lakewood,USA,CO,WestFax Brewing,-105.06896,39.7418
6575 South Greenwood Plaza Blvd,Englewood,USA,CO,C.B. & Potts,-104.89576,39.59732
657 South Taylor Ave,Louisville,USA,CO,Crystal Springs Brewing #2,-105.12011,39.9607
647 Main Street,Carbondale,USA,CO,Carbondale Beer Works,-107.21303,39.40072
6461 Highway 392,Windsor,USA,CO,High Hops Brewery,-104.93581,40.47948
6371 Specker Ave #1532,Fort Carson,USA,CO,Colorado Mountain Brewery,-104.78735,38.74052
631 Main St,Alamosa,USA,CO,San Luis Valley Brewing,-105.86597,37.46817
627 South Broadway,Boul,USA,CO,Southern Sun Pub and Brewery,-105.24915,39.9846
625 Third St Unit D,Greeley,USA,CO,Wiley Roots Brewing Co,-104.68795,40.43156
625 Paonia St,Colorado Springs,USA,CO,Rocky Mountain Brewery,-104.71664,38.84117
607 Main Street,Ouray,USA,CO,Ouray Brewery,-107.67145,38.0229
6025 Sky Pond Dr,Loveland,USA,CO,Rock Bottom Restaurant & Brewery,-104.98773,40.41068
602 Clinton St,Ridgway,USA,CO,Colorado Boy Pub & Brewery,-107.75762,38.15243
600 South Main St,Breckenri,USA,CO,Breckenridge Brewery and Pub,-106.04419,39.47597
600 South 21st St #180,Colorado Springs,USA,CO,Colorado Mountain Brewery at the Roundhouse,-104.85964,38.83992
600 Briggs St,Erie,USA,CO,Erie Brewing,-105.04745,40.05027
600 12th St #180,Golden,USA,CO,Barrels & Bottles,-105.21921,39.75658
5969 Iris Parkway,Frederick,USA,CO,Echo Brewing,-104.9435,40.11136
5950 South Platte Canyon Rd,Littleton,USA,CO,Locavore Beer Works,-105.03692,39.60858
5870 West Quarles Dr,Littleton,USA,CO,Great Frontier Brewing,-105.01665,39.61332
586 Columbia St,Del Norte,USA,CO,Three Barrel Brewing,-106.35473,37.678
5798 South Rapp St,Littleton,USA,CO,Old Mill Brewery & Grill,-105.01993,39.61182
5600 Olde Wadsworth Blvd,Arvada,USA,CO,Arvada Beer Company,-105.08149,39.79724
557 North Mill St,Aspen,USA,CO,Aspen Brewing Co.,-106.8174,39.1942
555 Zang St,Broomfield,USA,CO,C.B. & Potts of Broomfield,-105.13243,39.92691
5535 West 56th Ave #107,Arvada,USA,CO,Odyssey Beerwerks,-105.05633,39.79882
550 West Railroad Ave,Mancos,USA,CO,Mancos Brewing,-108.2953,37.34702
547 North Denver Ave,Loveland,USA,CO,Grimm Brothers Brewhouse,-105.04569,40.3974
5460 Conestoga Court,Boulder,USA,CO,Wild Woods Brewery,-105.22666,40.01638
5455 Spine Rd - Suite A,Boulder,USA,CO,Finkel & Garf Brewing,-105.203,40.074
5450 West 120th Ave,Broomfield,USA,CO,Wonderland Brewing,-105.05589,39.91319
540 Main St,Longmont,USA,CO,Pumphouse Brewery & Restaurant,-105.10251,40.16805
5318 South Netherland Way,Centennial,USA,CO,Seedstock Brewery,-104.74048,39.62003
531 South St. Vrain Ave,Estes P,USA,CO,St. Vrain Brewing,-105.50469,40.36902
5290 Arapahoe Ave,Boulder,USA,CO,Bru Handbuilt Ales,-105.22947,40.01412
521 South Tejon St,Colorado Springs,USA,CO,Fieldhouse Brewing,-104.6996,38.88704
520 East Colfax Ave,Denver,USA,CO,Lost Highway Brewing,-104.98023,39.73975
520 East Colfax Ave,Denver,USA,CO,Three Saints Brewing,-104.98044,39.73993
5170 East Arapahoe Rd,Centennial,USA,CO,Halfpenny Brewing,-104.92688,39.59334
516 Elm St,Trinidad,USA,CO,Trinidad Brewing,-104.50125,37.1708
5150 North Nevada Ave,Colorado Springs,USA,CO,BJ's Restaurant & Brewhouse,-104.81773,38.90349
511 16th Street #310,Denver,USA,CO,Big Nose Brewing,-104.99048,39.74396
508 8th Ave,Greeley,USA,CO,WeldWerks Brewing,-104.68997,40.42782
505 North Union Blvd,Colorado Springs,USA,CO,Greenhorn Brewing Co,-104.7939,38.83994
500 Linden St,Fort Collins,USA,CO,New Belgium Brewing,-105.07183,40.59106
5 Old Town Square,Fort Collins,USA,CO,CooperSmith's Pub and Brewing,-105.07522,40.5872
4970 Lowell Blvd,Denver,USA,CO,Goldspot Brewing,-105.03422,39.78687
4910 Nautilus Court,Boulder,USA,CO,Avery Brewing,-105.20497,40.06249
490 Santa Fe Dr,Denver,USA,CO,Black Sky Brewing,-104.9983,39.72394
4750 South Santa Fe Circle #2,Englewood,USA,CO,Saint Patrick's Brewing,-105.01022,39.63009
4731 West Tenth St,Greeley,USA,CO,Broken Plow Brewing,-104.75721,40.42154
471 Kalamath St,Denver,USA,CO,Breckenridge Brewery & BBQ,-105.00035,39.72367
4700 Cherry Creek Drive South,Denver,USA,CO,Bull & Bush Pub & Brewery,-104.93282,39.70381
470 Prospect Village Dr,Estes P,USA,CO,Estes Park Brewery,-105.52561,40.37158
4699 Nautilus Court #104,Boulder,USA,CO,Asher Brewing Co,-105.20536,40.06003
4630 Forge Rd - Suite B,Colorado Springs,USA,CO,Red Leg Brewing,-104.8418,38.89802
4612 South Mason St #120,Fort Collins,USA,CO,Zwei Bruder Brewing,-105.07833,40.5227
4550 South Reservoir Road,Centennial,USA,CO,Two22 Brew,-104.75916,39.63519
4526 Tennyson St,Denver,USA,CO,Call to Arms Brewing,-105.04363,39.77887
450 Eighth St - Unit B,Berthoud,USA,CO,Berthoud Brewing Co,-105.08109,40.30832
4460 West 29th Ave,Denver,USA,CO,Hogshead 54 Brewery,-105.04512,39.75825
442 Wolverine Drive,Bayfield,USA,CO,Bayfield Brewing,-107.59707,37.23445
442 Wolverine Dr,Bayfield,USA,CO,Steamworks Brewing,-107.59785,37.23537
439 Edwards Access Road B-102,Edwards,USA,CO,Crazy Mountain Brewing,-106.59155,39.64699
435 Lincoln Ave,Steamboat Springs,USA,CO,Mahogany Ridge Brewery,-106.83068,40.48381
4342 Tennyson St,Denver,USA,CO,De Steeg Brewing,-105.04381,39.7761
4335 Wadsworth Blvd,Wheat Ridge,USA,CO,Brewery Rickoli,-105.08153,39.77565
43 W Centennial Blvd,Highlands Ranch,USA,CO,C.B. & Potts,-104.98803,39.56229
4229 West Eisenhower Blvd,Loveland,USA,CO,Buckhorn Brewers,-105.13805,40.40785
4151 East County Line Rd,Centennial,USA,CO,Blue Spruce Brewing,-104.94017,39.56612
413 Main St,Canon City,USA,CO,McClellan's Grill & Brewery,-105.24183,38.43998
413 Main St,Canon City,USA,CO,Royal Gorge Brewing,-105.2415,38.44033
412 Park Ave,Rifle,USA,CO,Rifle Brewing,-107.78696,39.53265
405 Main St,Grand Junction,USA,CO,Rockslide Brew Pub (Snowy Mountain Brewing),-108.56602,39.06737
4025 South Mason St,Fort Collins,USA,CO,1933 Brewing,-105.08007,40.53114
402 South Nevada Ave,Colorado Springs,USA,CO,Iron Bird Brewing,-104.82259,38.82799
402 Seventh St,Glenwood Springs,USA,CO,Glenwood Canyon Brewing,-107.32452,39.54784
400 West South Boulder Rd,Lafayette,USA,CO,Front Range Brewing,-105.09455,39.98652
400 Lake Ave,Berthoud,USA,CO,Seasons Brewing,-105.07989,40.30832
3980 Broadway #103,Boulder,USA,CO,New Planet Beer Co,-105.28207,40.04691
393 North Washington Ave,Golden,USA,CO,Cannonball Creek Brewing Co,-105.23468,39.76799
3920 Tennyson St,Denver,USA,CO,Hops & Pie Brewing Co,-105.04396,39.77138
3893 Steele Street #SB,Denver,USA,CO,Stronghold Beer,-104.98472,39.73757
3855 Mariposa St,Denver,USA,CO,Diebolt Brewing,-105.00312,39.77034
3845 Lipan St,Denver,USA,CO,Factotum Brewhouse,-105.00214,39.77023
3719 Walnut St,Denver,USA,CO,Black Shirt Brewing,-104.97296,39.76986
3701 South Santa Fe Dr #7,Sheridan,USA,CO,Dead Hippie Brewing,-105.00397,39.64918
36730 Democracy Dr,Trinidad,USA,CO,Dodgeton Creek Brewing,-104.49054,37.21773
3668 East Bijou St,Colorado Springs,USA,CO,Kevin Baity's Kraft Beers,-104.76236,38.83601
3668 East Bijou St,Colorado Springs,USA,CO,Smiling Toad Brewery,-104.76236,38.83601
3550 Frontier Ave,Boulder,USA,CO,Sanitas Brewing,-105.24776,40.02225
3535 South Platte River Dr,Sheridan,USA,CO,Boggy Draw Brewery,-105.01039,39.65259
3501 Delgany St,Denver,USA,CO,Mockery Brewing,-104.97977,39.77119
3445 South Broadway,Englewood,USA,CO,Brew on Broadway,-104.98802,39.65412
3421 Grand Ave,Glenwood Springs,USA,CO,Casey Brewing and Blending,-107.31966,39.51575
3350 Brighton Blvd,Denver,USA,CO,Crooked Stave Brewery & Taproom,-104.97973,39.76876
335 1st Ave #C,Longmont,USA,CO,300 Suns Brewing,-105.10114,40.15985
3316 Cinema Point Dr,Colorado Springs,USA,CO,Rock Bottom Restaurant & Brewery,-104.82177,38.83311
325 Grand Ave,Paonia,USA,CO,Revolution Brewing,-107.59781,38.86897
321 Mountain Ave,Berthoud,USA,CO,City Star Brewing,-105.07895,40.30508
3201 Walnut St,Boulder,USA,CO,Twisted Pine Brewing,-105.25079,40.0201
320 East Colfax Ave,Denver,USA,CO,Uptown Brothers Brewing Co,-104.98269,39.73981
