address,city,country,state,name,lon,lat
550 South Wisconsin St,Gaylord,USA,MI,Big Buck Brewery and Steakhouse,-84.68258,45.02214
54632 Morningside Dr,Shelby Township,USA,MI,Brown Iron Brewery,-83.0434,42.69559
544 North Main St,Watervliet,USA,MI,Arclight Brewing,-86.25832,42.19108
5402 Portage Rd,Kalamazoo,USA,MI,BraVo! Rest. & Cafe,-85.56021,42.23901
5304 Gateway Center,Flint,USA,MI,Redwood Lodge Brewing,-83.72108,42.94744
527 Leonard Street NW,Grand Rapids,USA,MI,The Mitten Brewing,-85.68105,42.98511
5234 36th Ave,Hudsonville,USA,MI,White Flame Brewing Co,-85.87069,42.86429
511 South Kalamazoo Ave,Marshall,USA,MI,Dark Horse Brewing,-84.96406,42.26541
51 North Broadway St,Lake Orion,USA,MI,51 North Brewing,-83.24021,42.7853
506 W Broadway,Mount Pleasant,USA,MI,Mountain Town Station BrewPub & Steakhouse,-84.77191,43.60443
504 Potter Avenue #1,Ann Arbor,USA,MI,Zingerman's Farmhouse Brewery,-83.75317,42.26685
5011 N Saginaw Rd,Midland,USA,MI,Midland Brewing,-84.29051,43.61428
500 West Western Ave,Muskegon,USA,MI,Pigeon Hill Brewing Co,-86.25585,43.23376
500 West Main St,Brighton,USA,MI,Brewery Becker,-83.78512,42.5295
500 East Division,Sparta,USA,MI,Michigan Beer Cellar,-85.69749,43.16021
4997 South Good Harbor Trail,Sugar,USA,MI,Sugarfoot Saloon,-85.79634,44.90695
4906 West Mount Hope Highway,Lansing,USA,MI,EagleMonk Pub and Brewery,-84.62016,42.71208
4847 Delemere Ave,Royal Oak,USA,MI,MillKing It Productions,-83.17722,42.53406
473 North Manitou Trail West,Lake Leelanau,USA,MI,Leelanau Brewing Co,-85.99048,44.89917
470 West Canfield St,Detroit,USA,MI,Motor City Brewing Works,-83.06522,42.35146
4630 West Hickory Rd,Hickory Corners,USA,MI,Hop Head Farms LLC,-85.37829,42.44158
4611 North M-37 Highway,Middleville,USA,MI,Middle Villa Inn,-85.47109,42.71854
45689 Hayes Rd,Shelby Township,USA,MI,Sherwood Brewing,-83.03435,42.68326
4505 Lakeshore Rd,Fort Gratiot Township,USA,MI,Vinomondo Wine Bar and Brew Pub,-82.44581,43.04028
440 County St,Milan,USA,MI,Original Gravity Brewing,-83.6754,42.08427
4326 Lake St,Bridgman,USA,MI,Tapistry Brewing,-86.55811,41.9429
432 East Paterson St,Kalamazoo,USA,MI,Boatyard Brewing,-85.57712,42.30326
4268 Second St,Detroit,USA,MI,Traffic Jam and Snug,-83.06641,42.34069
425 South Main St,Frankenmuth,USA,MI,Frankenmuth Brewing Co,-83.7387,43.33036
424 North Third St,Marquette,USA,MI,Blackrocks Brewery,-87.39455,46.54702
4213 Portage St,Kalamazoo,USA,MI,One Well Brewing,-85.56023,42.24874
4212 Portage Street,Kalamazoo,USA,MI,Sunset Boulevard Brewing Company,-85.56027,42.249
420 North Main Street #100,Chelsea,USA,MI,Chelsea Alehouse Brewery,-84.02041,42.32031
419 South Main St,Royal Oak,USA,MI,Bastone Brewery,-83.14417,42.48711
410 South Washington,Royal Oak,USA,MI,Lily's Seafood Grill & Brewery,-83.14943,42.53022
410 South James St,Ludington,USA,MI,Jamesport Brewing,-86.44778,43.95243
410 North Center St,Northville,USA,MI,North Center Brewing,-83.48281,42.4349
41 Washington Ave,Grand Haven,USA,MI,Odd Side Ales,-86.23268,43.065
408 Shelden Ave,Houghton,USA,MI,Keweenaw Brewing Company,-88.56927,47.12185
4060 East Grand River Ave,Howell,USA,MI,Eternity Brewing,-83.87276,42.58629
4051 Chicago Drive SW,Grandville,USA,MI,Osgood Brewing,-85.76481,42.90939
400 West Front St,Traverse City,USA,MI,Kilkenny's Irish Public House,-85.62833,44.76409
400 West Front St,Traverse City,USA,MI,North Peak Brewing,-85.62842,44.76403
400 Water St,Rochester,USA,MI,Rochester Mills Beer Company,-83.13158,42.68076
3768 Chicago Dr,Hudsonville,USA,MI,Pike 51 Brewing,-85.8756,42.86229
36000 Groesbeck Highway,Clinton,USA,MI,Kuhnhenn Brewing Co,-82.91682,42.56188
360 West Western Ave,Muskegon,USA,MI,Unruly Brewing Co,-86.25326,43.23534
35905 Utica Rd,Clinton Township,USA,MI,Great Baraboo Brewing,-82.93213,42.59836
355 East Kalamazoo Ave,Kalamazoo,USA,MI,Bell's Brewing,-85.5795,42.29458
350 Queen St East,Sault Ste Marie,USA,MI,OutSpoken Brewing,-84.334526,46.512865
343 Lawrence St,Adrian,USA,MI,Cotton Brewing,-84.03203,41.89068
33336 Grand River Ave,Farmington,USA,MI,Farmington Brewing,-83.37596,42.46495
3307 Stadium Dr,Kalamazoo,USA,MI,Bilbo's Pizza,-85.62492,42.27232
330 Quay St,Port Huron,USA,MI,Quay Street Brewery,-82.42257,42.97555
318 West 31st St,Holland,USA,MI,Brewery Ameraucana,-86.12165,42.76935
3115 Broad St - Suite A,Dexter,USA,MI,Jolly Pumpkin Artisan Ales,-83.88952,42.33714
3113 Plaza Drive NE,Grand Rapids,USA,MI,Hideout Brewing,-85.63082,43.01792
311 Summit Boulevard,Lake Orion,USA,MI,Berry Enterprises,-83.24495,42.77325
311 South Main St,Ann Arbor,USA,MI,Jolly Pumpkin Cafe and Brewery,-83.74859,42.27942
3090 Shirley Dr,Jackson,USA,MI,127 Brewing,-84.43126,42.28601
303 Main St,Frankfort,USA,MI,Stormcloud Brewing Co,-86.24142,44.6326
3020 North Water St,Bay City,USA,MI,Tri-City Brewing,-83.8658,43.60891
300 Sixth St,Calumet,USA,MI,Red Jacket Brewing,-88.45379,47.24537
2951 Hartman Road,Traverse City,USA,MI,Brewery Terra Firma,-85.63527,44.71546
2948 Blue Star Highway,Douglas,USA,MI,Saugatuck Brewing Company - BOP,-86.21192,42.632
282 Lincoln Road,Grosse Pointe,USA,MI,Ferolito  Vultaggio and Sons,-82.90359,42.43771
28143 Alden St,Madison Heights,USA,MI,Falling Down Beer Co,-83.09011,42.49847
281 Heinlein St,Frankenmuth,USA,MI,Sullivan's Black Forest Brew Haus & Grill,-83.73151,43.31527
27522 Northwestern Hwy,Southfield,USA,MI,Copper Canyon Brewing,-83.28157,42.49069
2712 Portage St,Kalamazoo,USA,MI,Kraftbräu Brewery,-85.56881,42.26361
2600-A Patterson SE,Grand Rapids,USA,MI,Schmohz Brewing,-85.54919,42.91617
2600 Patterson Avenue SE,Grand Rapids,USA,MI,Big Lake Brewing,-85.54853,42.916
25 Ionia Avenue SW,Grand Rapids,USA,MI,Hopcat,-85.67032,42.96238
245 South Eton St,Birmingham,USA,MI,Big Rock Chop & Brew House,-83.19596,42.54658
237 Joseph Campau St,Detroit,USA,MI,Atwater Block Brewing,-83.01837,42.33741
235 Grandville Avenue SW,Grand Rapids,USA,MI,Founders Brewing,-85.67345,42.95868
229 Lake Ave,Traverse City,USA,MI,Rare Bird Brewpub,-85.62035,44.75996
228 South Lafayette St,South Lyon,USA,MI,Third Monk Brewing,-83.65185,42.45891
2270 East 10 Mile Rd,Warren,USA,MI,Falling Down Beer Co,-83.07975,42.47546
22646 Woodward Ave,Ferndale,USA,MI,Woodward Avenue Brewers,-83.13342,42.45925
223 West Portage Ave,Sault Sainte Marie,USA,MI,Soo Brewing Company,-84.34809,46.50093
221 Garland St,Traverse City,USA,MI,Right Brain Brewing,-85.62495,44.76536
220 West Apple Ave,Muskegon,USA,MI,Fish Hook Brewing,-86.24849,43.23424
21930 Michigan Ave,Dearborn,USA,MI,Dearborn Brewing,-83.24326,42.30642
218 South Main St,Royal Oak,USA,MI,Jolly Pumpkin Restaurant and Brewery,-83.14453,42.48851
215 E Fourth St,Royal Oak,USA,MI,Royal Oak Brewery,-83.14282,42.4873
213 South State St,Big Rapids,USA,MI,Cranker's Brewery,-85.48393,43.69625
2110 North Concord Road,Albion,USA,MI,Sleeping Bear Brewery,-84.67493,42.21833
211 Industrial Park Dr,Elk Rapids,USA,MI,Short's Brewing — Production Facility,-85.40642,44.90195
2100 Longyear Ave,Marquette,USA,MI,Upper Peninsula Brewing,-87.39902,46.56769
208 East Superior St,Alma,USA,MI,Alma Brewing,-84.66002,43.37892
207A Howard St,Petoskey,USA,MI,Beards Brewery,-84.95556,45.37556
207 East Washington St,Ann Arbor,USA,MI,Blue Tractor Brewing,-83.74684,42.28045
2019 West Stadium Boulevard,Ann Arbor,USA,MI,Wolverine State Brewing,-83.7737,42.27021
201 North Riverside Ave,Saint Clair,USA,MI,Sue's Coffee House,-82.48554,42.8258
201 North Riverside Ave,Saint Clair,USA,MI,War Water Brewery,-82.48629,42.82546
200 East Michigan Ave,Kalamazoo,USA,MI,Old Peninsula Brewpub & Rest.,-85.58191,42.29174
20 Monroe Avenue NW,Grand Rapids,USA,MI,B.O.B.'s House of Brews,-85.67332,42.96347
190 Fifth St,Benton Harbor,USA,MI,Livery,-86.45364,42.11806
19 State Rd,Newaygo,USA,MI,Newaygo Brewing Company,-85.80005,43.42001
1660 Fort St,Lincoln Park,USA,MI,Fort Street Brewery,-83.17592,42.25187
166 Maple St,Wyandotte,USA,MI,Sports Brew Pub,-83.15118,42.2021
161 East Front St,Traverse City,USA,MI,Mackinaw Brewing,-85.62213,44.76406
1551 Lake Drive SE,Grand Rapids,USA,MI,Harmony Brewing,-85.63072,42.95517
1545 North Leroy Street,Fenton,USA,MI,Fenton Winery & Brewery,-83.70839,42.81904
1529 Broadway,Detroit,USA,MI,Detroit Beer Company,-83.04864,42.33598
14964 Cleveland St,Spring Lake,USA,MI,Dutch Girl Brewery,-86.15887,43.07339
14921 Cleveland St,Spring Lake,USA,MI,Vander Mill Winery  Cider Mill and Microbrewery,-86.1585,43.07478
149 West Liberty St,Plymouth,USA,MI,Liberty Street Brewing,-83.46134,42.37935
14600 East Eleven Mile Rd,Warren,USA,MI,Dragonmead Microbrewery,-82.97487,42.49313
145 South Washington St,Constantine,USA,MI,Constantine Brewing,-85.66861,41.84171
1444 Michigan Ave,Detroit,USA,MI,Batch Brewing Co,-83.06646,42.33177
140 South Westnedge Ave,Kalamazoo,USA,MI,Gonzo's BiggDogg Brewing,-85.58974,42.29115
13512 Peninsula Dr,Traverse City,USA,MI,Jolly Pumpkin Restaurant and Brewery,-85.53016,44.88811
131 Albert Ave,East Lansing,USA,MI,Harper's Brewing,-84.48339,42.73601
12804 Sandy Court,Granger,USA,MI,Bare Hands Brewery,-86.1169,41.75981
125 South Main St,Milford,USA,MI,River's Edge Brewing Co,-83.59991,42.58623
124 West Fletcher St,Alpena,USA,MI,Fletcher Street Brewing,-83.42984,45.06474
121 North Bridge St,Bellaire,USA,MI,Short's Brewing,-85.20996,44.97566
120 West Washington St,Ann Arbor,USA,MI,Grizzly Peak Brewing,-83.74878,42.28048
12 East Bridge St,Rockford,USA,MI,Rockford Brewing Co,-85.56138,43.1195
119 South Front St,Marquette,USA,MI,Marquette Harbor Brewery and Restaurant,-87.39289,46.54308
119 North Michigan Ave,Big Rapids,USA,MI,Big Rapids Brewing Company,-85.48204,43.69835
11550 South US 31,Williamsburg,USA,MI,Traverse Brewing,-85.4039,44.77219
1140 South Michigan Ave,Howell,USA,MI,Block Brewing Co,-83.93412,42.59445
114 Spring Street,Marquette,USA,MI,Ore Dock Brewing,-87.39374,46.54165
114 North Main St,Lawton,USA,MI,Old Hat Brewery,-85.84946,42.16661
114 East Washington St,Ann Arbor,USA,MI,Arbor Brewing,-83.74833,42.28047
113 East Canda St,Ishpeming,USA,MI,Cognition Brewing,-87.66886,46.49118
1104 Parkwood Ave,Ypsilanti,USA,MI,Carrsbrewery,-83.61899,42.24096
110 South Nottawa St,Sturgis,USA,MI,Fantail Brewing Co,-85.4187,41.79899
10983 Hills Rd,Baroda,USA,MI,Round Barn Winery  Distillery & Brewery,-86.45754,41.90556
1093 Highview Dr,Webberville,USA,MI,Michigan Brewing,-84.19323,42.65964
109 East Grand River Ave,Williamston,USA,MI,Michigan Brewing,-84.28288,42.68944
108 East Center St,Ithaca,USA,MI,Hometown Cellars Brewing,-84.60732,43.29164
1075 Country Lane,Ishpeming,USA,MI,Jasper Ridge Brewery,-87.67903,46.50042
106 South Mitchell St,Cadillac,USA,MI,Clam Lake Beer Co,-85.39933,44.2502
105 East State St,Hastings,USA,MI,Walldorff Brewpub and Bistro,-85.28752,42.64868
104 First St,Port Huron,USA,MI,Vinomondo Wine Bar & Brew Pub,-82.4906,43.11415
103 West Michigan Ave,Battle Creek,USA,MI,Arcadia Brewing,-85.18564,42.32256
103 North Phelps St,Decatur,USA,MI,Patchwork Brewing Co,-85.97449,42.10881
101 North Main St,Cheboygan,USA,MI,Cheboygan Brewing Co,-84.47436,45.64743
100 West Colby St,Whitehall,USA,MI,Fetch Brewing Co,-86.34802,43.40987
1 Ionia Ave SE-Suite 1,Grand Rapids,USA,MI,Grand Rapids Brewing,-85.67238,42.97414
1 East 14 Mile Rd,Clawson,USA,MI,Black Lotus Brewery,-83.1462,42.53345
29215 Northwestern Highway,Southfield,USA,MI,Malty Dog Brewery & Supplies,-83.31075,42.50186
14900 Beck Rd,Plymouth,USA,MI,C.J.'s Brewing Co,-83.5101,42.39099
Saint Paul MN,Clos,USA,MN,Black Moon Brewing,-93.093,44.94397
Saint Paul MN,Clos,USA,MN,Black Widow Brewing,-93.093,44.94397
Isabella MN,Plan,USA,MN,Boundary Waters Brewing,-91.5242,47.6423
990 Payne Ave,Saint Paul,USA,MN,Sidhe Brewing,-93.07311,44.97097
985 East Berwood Ave,Vadnais Heights,USA,MN,Big Wood Brewery,-93.06006,45.0431
945 Broadway St NE,Minneapolis,USA,MN,612 Brew,-93.32172,44.90629
920 East Lake St #123,Minneapolis,USA,MN,Eastlake Craft Brewery,-93.26074,44.94868
910 Montreal Circle,Saint Paul,USA,MN,Summit Brewing,-93.14052,44.9144
910 East Main St,Marshall,USA,MN,Brau Brothers Brewing,-95.77603,44.43643
8790 Upper 208th Street West,Lakeville,USA,MN,Lakeville Brewing Co,-93.24394,44.64779
8785 Airport Rd,Waconia,USA,MN,Schram Vineyards Winery & Brewery,-93.74479,44.84399
8785 Airport Rd,Waconia,USA,MN,Schram Vineyards Winery & Brewery,-93.74479,44.84399
8750 County Road 43,Chaska,USA,MN,Lazy Loon Brewing Co,-93.68296,44.84553
8625 Bagley Ave,Northfield,USA,MN,Imminent Brewing Co,-93.30061,44.46241
851 Rosedale Center,Roseville,USA,MN,Granite City Food & Brewery,-93.16867,45.01349
8182 County Road 78 #401,Lake Shore,USA,MN,Gull Dam Brewing,-94.35186,46.50787
800 LaSalle Plaza,Minneapolis,USA,MN,Rock Bottom Restaurant & Brewery,-93.27454,44.97656
7942 College Road #115,Baxter,USA,MN,Jack Pine Brewery,-94.23499,46.34539
7929 Victoria Dr,Victoria,USA,MN,Enki Brewing,-93.66149,44.8599
781 Old Highway 8 SW,New Brighton,USA,MN,Barley John's Brewpub,-93.1979,45.03809
781 Meander Road,Hanover,USA,MN,Fishbone Brewery,-93.64945,45.16281
7785 Lake Dr,Lino Lakes,USA,MN,HammerHeart Brewing,-93.10663,45.18873
7735 Rutz Lake Road,Waconia,USA,MN,Soggyswamp Microbrewery,-93.86366,44.86344
755 North Prior Ave,Saint Paul,USA,MN,Black Stack Brewing Co,-93.18232,44.96364
735 Second Street NE,Perham,USA,MN,Disgruntled Brewing Co,-95.55891,46.59041
715 Mainstreet #5,Hopkins,USA,MN,Live The Dream Brewing Co,-93.4097,44.92468
712 Ontario Avenue West,Minneapolis,USA,MN,Sisyphus Brewing,-93.28892,44.97322
711 Fifteenth Ave NE - Suite 102,Minneapolis,USA,MN,Indeed Brewing,-93.25155,45.00346
70555 202nd Ave,Reads Landing,USA,MN,Reads Landing Brewing Co,-92.07856,44.40281
701 Washington Ave N,Minneapolis,USA,MN,Loose-Wiles Freehouse,-93.27705,44.98765
681 Prentice St,Granite Falls,USA,MN,Blue Nose Brewery Coop,-95.5378,44.81139
6650 143rd Avenue NW,Ramsey,USA,MN,North Lake Brewing Co,-93.43669,45.22953
65 East Fourth St,Winona,USA,MN,Bub's Brewing Co,-91.63614,44.05116
6135 Berkshire Lane N,Plymouth,USA,MN,Purity Brewing,-93.45671,45.06533
609 South Tenth St #102,Minneapolis,USA,MN,Finnegans,-93.26631,44.97024
6020 Culligan Way,Minnetonka,USA,MN,Badger Hill Brewery,-93.44973,44.89522
6020 Culligan Way,Minnetonka,USA,MN,Bad Weather Brewing,-93.44973,44.89522
6020 Culligan Way,Minnetonka,USA,MN,Lucid Brewing,-93.44972,44.89522
6020 Culligan Way,Minnetonka,USA,MN,Pryes Brewing Co,-93.44972,44.89522
600 East Superior St,Duluth,USA,MN,Fitger's Brewhouse  Brewery and Grill,-92.09044,46.7929
570 Humboldt Dr #107,Big Lake,USA,MN,Lupulin Brewing,-93.73925,45.33193
5500 Excelsior Blvd,Saint Louis Park,USA,MN,Granite City Food & Brewery,-93.35028,44.93023
5125 West 59th St,Edina,USA,MN,Bard's Tale Beer Co,-93.3555,44.8959
509 East Main St,Luverne,USA,MN,Take 16 Brewing,-96.20378,43.65417
500 Robert St N,Saint Paul,USA,MN,Tin Whiskers Brewing Co,-93.09413,44.95106
4848 West 35th St,Saint Louis Park,USA,MN,Steel Toe Brewing,-93.34149,44.94083
4811 Dusharme Dr,Brooklyn Center,USA,MN,Surly Brewing,-93.3246,45.04194
47 East Sheridan St,Ely,USA,MN,Boathouse Brewpub & Restaurant,-91.86625,47.90324
445 Smith Avenue N,Saint Paul,USA,MN,The Stone Saloon,-93.10435,44.94502
4340 Enchanted Drive,Mound,USA,MN,Lucid Brewing,-93.64304,44.91331
429 Wabasha Street S,Saint Paul,USA,MN,Wabasha Brewing Co,-93.08486,44.93283
426 St.Peter St,Saint Paul,USA,MN,Great Waters Brewing,-93.09727,44.9468
415 South Broadway,Jordan,USA,MN,Roets Jordan Brewery,-93.62604,44.66412
414 Sixth Avenue N,Minneapolis,USA,MN,Fulton Brewing,-93.27905,44.98491
414 7th Street West,Saint P,USA,MN,Bad Weather Brewing,-93.11001,44.93877
4065 West Sixth St,Goodview,USA,MN,Wenonah Brewing Co,-91.69585,44.06213
402 Main Street North,Stillwater,USA,MN,Stillwater Brewing Company  LLC,-92.80809,45.05968
401 Beltrami Ave NW - Suite A,Bemidji,USA,MN,Bemidji Brewing,-94.88117,47.47159
40099 150th St,Waseca,USA,MN,Half Pint Brewing Co,-93.46687,44.13941
4 Third Street SW,Rochester,USA,MN,Grand Rounds Brewpub,-92.46341,44.02027
3945 Second Street South,Saint Cloud,USA,MN,Granite City Food & Brewery,-94.20631,45.54978
3801 Grand Way,Saint Louis Park,USA,MN,McCoy's Public House,-93.3434,44.94842
374 21st St,Newport,USA,MN,Opinion Brewing Co,-93.00504,44.87967
363 Webster St,Saint Paul,USA,MN,St. Croix Beer Company,-93.12437,44.93037
363 Webster St,Saint Paul,USA,MN,Theodore Fyten Brewing Co,-93.12437,44.93037
334 2nd Ave,Shakopee,USA,MN,Shakopee Brewing Co,-93.52258,44.79811
3330 Pilot Knob Rd,Eagan,USA,MN,Granite City Food & Brewery,-93.16719,44.83598
3320 3rd Street North,Saint Cloud,USA,MN,Lupine Brewing,-94.19902,45.55857
3320 3rd St North,Saint Cloud,USA,MN,McCann's Food & Brew,-94.19849,45.5586
3171 5th St SE,Minneapolis,USA,MN,Surly's Destination Brewery,-93.22706,44.97849
3134 California Street NE,Minneapolis,USA,MN,Northgate Brewing,-93.26667,44.98333
3134 California St NE,Minneapolis,USA,MN,56 Brewing,-93.26952,45.02562
313 Fourth Street SW,Willmar,USA,MN,Foxhole Brewhouse,-95.048,45.1213
309 Third St,Pepin,USA,MN,Hillbilly Brewing,-92.14487,44.44041
308 East Superior St,Duluth,USA,MN,Carmody Irish Pub and Brewing,-92.09428,46.7899
306 Second Avenue NW,Montgomery,USA,MN,Montgomery Brewing Co,-93.58255,44.44099
3036 Minnehaha Ave South,Minneapolis,USA,MN,Harriet Brewing,-93.23389,44.9471
300 Elm St East,Annandale,USA,MN,Spilled Grain Brewhouse,-94.11893,45.25969
300 Canal Park Drive,Duluth,USA,MN,Canal Park Brewing Co,-92.09473,46.7842
2940 Lyndale Avenue South,Minneapolis,USA,MN,moto-i Sake Brewery,-93.28851,44.94865
294 Grove Lane,Wayzata,USA,MN,Wayzata Brew Works,-93.51759,44.96953
2934 Lyndale Avenue South,Minneapolis,USA,MN,Lyn-Lake Brewery,-93.28851,44.9489
2922 Lyndale Avenue South,Minneapolis,USA,MN,Herkimer Pub & Brewery,-93.28809,44.94966
289 East St,Saint Paul,USA,MN,Mr. McGeasil Brewing,-92.94986,45.05962
2821 East Hennepin Ave,Minneapolis,USA,MN,Insight Brewing,-93.21295,44.99193
2729 Dakota Avenue South,Saint Louis Park,USA,MN,Brewpocalypse,-93.3603,44.95407
2724 East 38th St,Minneapolis,USA,MN,Smokehouse Brewpub,-93.23245,44.93412
2716 East 38th St,Minneapolis,USA,MN,Northbound Smokehouse Brewpub,-93.23248,44.93427
2711 West Superior St,Duluth,USA,MN,Lake Superior Brewing,-92.13186,46.76114
255 Main St W,Waconia,USA,MN,Waconia Brewing Co,-93.79015,44.85046
25435 Main St,Nisswa,USA,MN,Big Axe Brewing,-94.28929,46.51991
2528 Hennepin Ave S,Minneapolis,USA,MN,Pryes Brewing Co,-93.29627,44.95631
2520 Sand Trap Road SE,Rochester,USA,MN,Libertas Inc.,-92.4277,44.00879
2506 Central Avenue NE,Minneapolis,USA,MN,Fair State Brewing Cooperative,-93.24787,45.01356
25 North Dale Street #112,Saint Paul,USA,MN,Blue Diamond Brewing Co,-93.12622,44.94211
248 River St,Delano,USA,MN,Lupine Brewing,-93.7891,45.03737
23836 Smiley Rd,Nisswa,USA,MN,Gull Dam Brewing,-94.29686,46.4976
23436 Union Trail - Suite 1,Belle Plaine,USA,MN,u4ic Brewing Inc,-93.85539,44.60923
2331 West Highway 61,Grand Marais,USA,MN,Voyageur Brewing Co,-90.40277,47.73916
2325 Endicott St,Saint Paul,USA,MN,Urban Growler Brewing,-93.19323,44.97037
2320 Capp Road,Saint Paul,USA,MN,Bang Brewing Co,-93.19257,44.97074
225 Thomas Ave N,Minneapolis,USA,MN,Bryn Mawr Brewing Co,-93.3128,44.97903
225 North Main St,Stillwater,USA,MN,Maple Island Brewing Co,-92.80647,45.05815
2222 4th St,White Bear Lake,USA,MN,Big Wood Brewing,-93.00689,45.08539
222 Commercial St #2,Stillwater,USA,MN,Joseph Wolf Brewery,-92.80705,45.05734
221 Second St N,Delano,USA,MN,South Fork Brewing Co,-93.78783,45.04221
22 NE Fourth St,Faribault,USA,MN,F-Town Brewing Co,-93.26751,44.29479
22 NE Fourth St,Faribault,USA,MN,Patriot's Brewing Co,-93.26797,44.29481
219 Red River Avenue North,Cold Spring,USA,MN,Cold Spring Brewing Co,-94.42905,45.45825
216 South Main St,Hendricks,USA,MN,Bank Brewing,-96.42572,44.50831
216 Sixth Ave S,Saint Cloud,USA,MN,Beaver Island Brewing Co,-94.15744,45.55858
211 East Second St,Duluth,USA,MN,Dubrue Brewery,-92.09778,46.7903
2104 Carrol Avenue,Saint Paul,USA,MN,Steiner Brewing,-93.18912,44.95051
20810 Holyoke Ave,Lakeville,USA,MN,Angry Inch Brewing,-93.24246,44.64793
205 South First St,Montevideo,USA,MN,Talking Waters Brewing Co,-95.72399,44.94437
2035 Benson Ave,Saint Paul,USA,MN,Flat Earth Brewery,-93.15434,44.90814
2014 Washington Ave N,Minneapolis,USA,MN,Boom Island Brewing,-93.28133,44.99987
2001 32nd Ave NW,Rochester,USA,MN,LTS Brewing Co,-92.51053,44.04473
200 West Lake Dr,Detroit Lakes,USA,MN,Lakeside Tavern Brewery,-95.84768,46.8067
19608 Escalade Way,Farmington,USA,MN,Bad Weather Brewing,-93.1777,44.66392
195 Walker Industries Blvd,Walker,USA,MN,Leech Lake Brewing,-94.61313,47.10291
1912 West Michigan St,Duluth,USA,MN,Bent Paddle Brewing,-92.12181,46.76799
1905 West County Road 42,Burnsville,USA,MN,Nutmeg Brewhouse,-93.30381,44.74576
1900 Tower Drive,Stillwater,USA,MN,Lift Bridge Brewery,-92.8318,45.03918
1860 Schell Rd,New Ulm,USA,MN,August Schell Brewing,-94.4495,44.28943
18042 Valley View Road,Eden Prairie,USA,MN,Flynntown Brewing Co,-93.5066,44.87412
1750 Thomas Ave,Saint Paul,USA,MN,Burning Brothers Brewing,-93.1742,44.95881
1744 Terrace Drive,Roseville,USA,MN,Pour Decisions Brewery,-93.17472,45.02568
1744 Terrace Drive,Roseville,USA,MN,Bent Brewstillery,-93.17472,45.02568
17 East Seventh St,Two Harbors,USA,MN,Castle Danger Brewery,-91.67289,47.01975
17 Central Ave West,New London,USA,MN,Goat Ridge Brewing,-94.94656,45.30115
16557 County Road 25,Rollingstone,USA,MN,Olvade Farm & Brewing,-91.80991,44.09438
1607 West Wayzata Blvd,Orono,USA,MN,Founding Fathers Brewing Co,-93.56265,44.98454
1500 13th Street,Brainerd,USA,MN,Brainerd Lakes Beer,-94.18987,46.34349
15 East Minnesota St #108,Saint Joseph,USA,MN,Bad Habit Brewing Co,-94.31752,45.56495
1430 Washington Avenue South,Minneapolis,USA,MN,Minneapolis Town Hall Brewery,-93.24805,44.97327
1429 West Service Dr,Winona,USA,MN,Backwater Brewing,-91.67517,44.04692
1416 First Ave N,Moorhead,USA,MN,Junkyard Brewing Co,-96.75676,46.8761
1411 Old West Main St,Red Wing,USA,MN,Red Wing Brewery,-92.54732,44.56282
1368 LaSalle Ave,Minneapolis,USA,MN,Lakes & Legends Brewing Co,-93.28008,44.96907
1315 Tyler St NE,Minneapolis,USA,MN,Bauhaus Brew Labs,-93.24607,45.00101
1310 West Wayzata Blvd,Long Lake,USA,MN,Birch's on the Lake Brewhouse,-93.557,44.98534
1300 Second St NE,Minneapolis,USA,MN,Dangerous Man Brewing Co,-93.26639,45.00112
1254 West Seventh St,Saint Paul,USA,MN,Vine Park Brewing - BOP,-93.13447,44.92246
123 North Second St,Stillwater,USA,MN,Three Kettles Brewing Co,-92.80719,45.0569
1216 Sixth Street East,Saint Paul,USA,MN,Last City Brewing,-93.04918,44.96015
11909 Main St,Maple Grove,USA,MN,Granite City Food & Brewery,-93.43374,45.0911
1151 County Road B West,Roseville,USA,MN,Tin Whiskers Brewing,-93.14858,45.00639
1146 79th Avenue NE,Spring Lake Park,USA,MN,Bengal Brewing LLC,-93.241246,45.111
114 South Union Ave,Fergus Falls,USA,MN,Union Pizza & Brewing Co,-96.07815,46.28302
112 First St S,Buffalo,USA,MN,Hayes' Public House,-93.87423,45.17092
1119 Center Street,Mankato,USA,MN,Mankato Brewery,-94.01381,44.18137
111 West Wisconsin St,Grand Marais,USA,MN,Gun Flint Tavern,-90.33526,47.74939
111 Main St,Lucan,USA,MN,Brau Brothers Brewing,-95.41078,44.41055
1105 Washington Ave S,Minneapolis,USA,MN,Day Block Brewing Co,-93.25286,44.97519
110 South Main St,Blue Earth,USA,MN,Oswald Brewing,-94.10248,43.63849
109 West Superior St,Duluth,USA,MN,Dubh Linn Irish Pub,-92.09951,46.78593
1016 Seventh St NW,Rochester,USA,MN,Kinney Creek Brewery,-92.47822,44.03094
1012 Main St,Beaver Bay,USA,MN,Rocky Coast Brewing Co,-91.29831,47.25869
10107 Bridgewater Parkway,Saint Paul,USA,MN,Pig's Eye Brewing Company,-92.90139,44.92234
101 East Fifth St,Mantorville,USA,MN,Mantorville Brewing,-92.75357,44.06653
1005 Sixth St NW,Rochester,USA,MN,Forager Brewery,-92.47813,44.02932
06-2nd Avenue North,Sauk Rapids,USA,MN,Urban Moose Brewing,-94.16537,45.59012
Oak Street,Kansas City,USA,MO,Friction Brewing,-94.58314,39.02615
